Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
Varicose veins, fatigue, cramps, bruising, obesity
Varicose veins, fatigue, cramps, bruising, obesity
Varicose veins, fatigue, cramps, bruising, obesity
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy
Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy
Hypothyroidism, fatigue, cold_hands_and_feets, mood_swings, lethargy
Hypothyroidism, fatigue, weight_gain, mood_swings, lethargy
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, lethargy
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
Hyperthyroidism, mood_swings, weight_loss, restlessness, sweating
Hyperthyroidism, fatigue, weight_loss, restlessness, sweating
Hyperthyroidism, fatigue, mood_swings, restlessness, sweating
Hyperthyroidism, fatigue, mood_swings, weight_loss, sweating
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
Hypoglycemia, vomiting, fatigue, anxiety, sweating
Hypoglycemia, vomiting, fatigue, anxiety, sweating
Hypoglycemia, vomiting, fatigue, anxiety, sweating
Hypoglycemia, fatigue, anxiety, sweating, headache
Hypoglycemia, vomiting, anxiety, sweating, headache
Hypoglycemia, vomiting, fatigue, sweating, headache
Hypoglycemia, vomiting, fatigue, anxiety, headache
Hypoglycemia, vomiting, fatigue, anxiety, sweating
Hypoglycemia, vomiting, fatigue, anxiety, sweating
Hypoglycemia, vomiting, fatigue, anxiety, sweating
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
Osteoarthristis, neck_pain, knee_pain, hip_joint_pain, swelling_joints
Osteoarthristis, joint_pain, knee_pain, hip_joint_pain, swelling_joints
Osteoarthristis, joint_pain, neck_pain, hip_joint_pain, swelling_joints
Osteoarthristis, joint_pain, neck_pain, knee_pain, swelling_joints
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
Arthritis, stiff_neck, swelling_joints, movement_stiffness, painful_walking
Arthritis, muscle_weakness, swelling_joints, movement_stiffness, painful_walking
Arthritis, muscle_weakness, stiff_neck, movement_stiffness, painful_walking
Arthritis, muscle_weakness, stiff_neck, swelling_joints, painful_walking
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
(vertigo) Paroymsal  Positional Vertigo, headache, nausea, spinning_movements, loss_of_balance
(vertigo) Paroymsal  Positional Vertigo, vomiting, nausea, spinning_movements, loss_of_balance
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, spinning_movements, loss_of_balance
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, loss_of_balance
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, loss_of_balance
Acne, skin_rash, pus_filled_pimples, blackheads, scurring
Acne, skin_rash, pus_filled_pimples, blackheads, scurring
Acne, pus_filled_pimples, blackheads, scurring,
Acne, skin_rash, blackheads, scurring,
Acne, skin_rash, pus_filled_pimples, scurring,
Acne, skin_rash, pus_filled_pimples, blackheads,
Acne, skin_rash, pus_filled_pimples, blackheads, scurring
Acne, skin_rash, pus_filled_pimples, blackheads,
Acne, skin_rash, pus_filled_pimples, scurring,
Acne, skin_rash, blackheads, scurring,
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
Urinary tract infection, burning_micturition, foul_smell_of urine, continuous_feel_of_urine,
Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine,
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
Psoriasis, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails
Psoriasis, skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails
Psoriasis, skin_rash, joint_pain, silver_like_dusting, small_dents_in_nails
Psoriasis, skin_rash, joint_pain, skin_peeling, small_dents_in_nails
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
Impetigo, high_fever, blister, red_sore_around_nose, yellow_crust_ooze
Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
Impetigo, skin_rash, high_fever, red_sore_around_nose, yellow_crust_ooze
Impetigo, skin_rash, high_fever, blister, yellow_crust_ooze
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
Diabetes , fatigue, weight_loss, restlessness, lethargy
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
Bronchial Asthma, fatigue, cough, high_fever, breathlessness
Hypertension , headache, chest_pain, dizziness, loss_of_balance
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
Jaundice,itching, vomiting, fatigue, weight_loss
Malaria, chills, vomiting, high_fever, sweating
Chicken pox,itching, skin_rash, fatigue, lethargy
Dengue, skin_rash, chills, joint_pain, vomiting
Typhoid, chills, vomiting, fatigue, high_fever
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
Hepatitis B,itching, fatigue, lethargy, yellowish_skin
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
Hepatitis E, joint_pain, vomiting, fatigue, high_fever
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
Tuberculosis, chills, vomiting, fatigue, weight_loss
Common Cold, continuous_sneezing, chills, fatigue, cough
Pneumonia, chills, fatigue, cough, high_fever
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
Heart attack, vomiting, breathlessness, sweating, chest_pain
Varicose veins, fatigue, cramps, bruising, obesity
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
Hypoglycemia, vomiting, fatigue, anxiety, sweating
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
Acne, skin_rash, pus_filled_pimples, blackheads, scurring
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
Diabetes , fatigue, weight_loss, restlessness, lethargy
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
Bronchial Asthma, fatigue, cough, high_fever, breathlessness
Hypertension , headache, chest_pain, dizziness, loss_of_balance
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
Jaundice,itching, vomiting, fatigue, weight_loss
Malaria, chills, vomiting, high_fever, sweating
Chicken pox,itching, skin_rash, fatigue, lethargy
Dengue, skin_rash, chills, joint_pain, vomiting
Typhoid, chills, vomiting, fatigue, high_fever
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
Hepatitis B,itching, fatigue, lethargy, yellowish_skin
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
Hepatitis E, joint_pain, vomiting, fatigue, high_fever
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
Tuberculosis, chills, vomiting, fatigue, weight_loss
Common Cold, continuous_sneezing, chills, fatigue, cough
Pneumonia, chills, fatigue, cough, high_fever
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
Heart attack, vomiting, breathlessness, sweating, chest_pain
Varicose veins, fatigue, cramps, bruising, obesity
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
Hypoglycemia, vomiting, fatigue, anxiety, sweating
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
Acne, skin_rash, pus_filled_pimples, blackheads, scurring
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
Diabetes , fatigue, weight_loss, restlessness, lethargy
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
Bronchial Asthma, fatigue, cough, high_fever, breathlessness
Hypertension , headache, chest_pain, dizziness, loss_of_balance
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
Jaundice,itching, vomiting, fatigue, weight_loss
Malaria, chills, vomiting, high_fever, sweating
Chicken pox,itching, skin_rash, fatigue, lethargy
Dengue, skin_rash, chills, joint_pain, vomiting
Typhoid, chills, vomiting, fatigue, high_fever
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
Hepatitis B,itching, fatigue, lethargy, yellowish_skin
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
Hepatitis E, joint_pain, vomiting, fatigue, high_fever
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
Tuberculosis, chills, vomiting, fatigue, weight_loss
Common Cold, continuous_sneezing, chills, fatigue, cough
Pneumonia, chills, fatigue, cough, high_fever
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
Heart attack, vomiting, breathlessness, sweating, chest_pain
Varicose veins, fatigue, cramps, bruising, obesity
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
Hypoglycemia, vomiting, fatigue, anxiety, sweating
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
Acne, skin_rash, pus_filled_pimples, blackheads, scurring
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
Diabetes , fatigue, weight_loss, restlessness, lethargy
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
Bronchial Asthma, fatigue, cough, high_fever, breathlessness
Hypertension , headache, chest_pain, dizziness, loss_of_balance
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
Jaundice,itching, vomiting, fatigue, weight_loss
Malaria, chills, vomiting, high_fever, sweating
Chicken pox,itching, skin_rash, fatigue, lethargy
Dengue, skin_rash, chills, joint_pain, vomiting
Typhoid, chills, vomiting, fatigue, high_fever
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
Hepatitis B,itching, fatigue, lethargy, yellowish_skin
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
Hepatitis E, joint_pain, vomiting, fatigue, high_fever
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
Tuberculosis, chills, vomiting, fatigue, weight_loss
Common Cold, continuous_sneezing, chills, fatigue, cough
Pneumonia, chills, fatigue, cough, high_fever
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
Heart attack, vomiting, breathlessness, sweating, chest_pain
Varicose veins, fatigue, cramps, bruising, obesity
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
Hypoglycemia, vomiting, fatigue, anxiety, sweating
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
Acne, skin_rash, pus_filled_pimples, blackheads, scurring
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
Diabetes , fatigue, weight_loss, restlessness, lethargy
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
Bronchial Asthma, fatigue, cough, high_fever, breathlessness
Hypertension , headache, chest_pain, dizziness, loss_of_balance
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
Jaundice,itching, vomiting, fatigue, weight_loss
Malaria, chills, vomiting, high_fever, sweating
Chicken pox,itching, skin_rash, fatigue, lethargy
Dengue, skin_rash, chills, joint_pain, vomiting
Typhoid, chills, vomiting, fatigue, high_fever
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
Hepatitis B,itching, fatigue, lethargy, yellowish_skin
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
Hepatitis E, joint_pain, vomiting, fatigue, high_fever
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
Tuberculosis, chills, vomiting, fatigue, weight_loss
Common Cold, continuous_sneezing, chills, fatigue, cough
Pneumonia, chills, fatigue, cough, high_fever
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
Heart attack, vomiting, breathlessness, sweating, chest_pain
Varicose veins, fatigue, cramps, bruising, obesity
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
Hypoglycemia, vomiting, fatigue, anxiety, sweating
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
Acne, skin_rash, pus_filled_pimples, blackheads, scurring
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
Diabetes , fatigue, weight_loss, restlessness, lethargy
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
Bronchial Asthma, fatigue, cough, high_fever, breathlessness
Hypertension , headache, chest_pain, dizziness, loss_of_balance
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
Jaundice,itching, vomiting, fatigue, weight_loss
Malaria, chills, vomiting, high_fever, sweating
Chicken pox,itching, skin_rash, fatigue, lethargy
Dengue, skin_rash, chills, joint_pain, vomiting
Typhoid, chills, vomiting, fatigue, high_fever
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
Hepatitis B,itching, fatigue, lethargy, yellowish_skin
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
Hepatitis E, joint_pain, vomiting, fatigue, high_fever
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
Tuberculosis, chills, vomiting, fatigue, weight_loss
Common Cold, continuous_sneezing, chills, fatigue, cough
Pneumonia, chills, fatigue, cough, high_fever
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
Heart attack, vomiting, breathlessness, sweating, chest_pain
Varicose veins, fatigue, cramps, bruising, obesity
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
Hypoglycemia, vomiting, fatigue, anxiety, sweating
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
Acne, skin_rash, pus_filled_pimples, blackheads, scurring
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
Diabetes , fatigue, weight_loss, restlessness, lethargy
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
Bronchial Asthma, fatigue, cough, high_fever, breathlessness
Hypertension , headache, chest_pain, dizziness, loss_of_balance
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
Jaundice,itching, vomiting, fatigue, weight_loss
Malaria, chills, vomiting, high_fever, sweating
Chicken pox,itching, skin_rash, fatigue, lethargy
Dengue, skin_rash, chills, joint_pain, vomiting
Typhoid, chills, vomiting, fatigue, high_fever
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
Hepatitis B,itching, fatigue, lethargy, yellowish_skin
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
Hepatitis E, joint_pain, vomiting, fatigue, high_fever
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
Tuberculosis, chills, vomiting, fatigue, weight_loss
Common Cold, continuous_sneezing, chills, fatigue, cough
Pneumonia, chills, fatigue, cough, high_fever
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
Heart attack, vomiting, breathlessness, sweating, chest_pain
Varicose veins, fatigue, cramps, bruising, obesity
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
Hypoglycemia, vomiting, fatigue, anxiety, sweating
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
Acne, skin_rash, pus_filled_pimples, blackheads, scurring
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
Diabetes , fatigue, weight_loss, restlessness, lethargy
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
Bronchial Asthma, fatigue, cough, high_fever, breathlessness
Hypertension , headache, chest_pain, dizziness, loss_of_balance
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
Jaundice,itching, vomiting, fatigue, weight_loss
Malaria, chills, vomiting, high_fever, sweating
Chicken pox,itching, skin_rash, fatigue, lethargy
Dengue, skin_rash, chills, joint_pain, vomiting
Typhoid, chills, vomiting, fatigue, high_fever
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
Hepatitis B,itching, fatigue, lethargy, yellowish_skin
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
Hepatitis E, joint_pain, vomiting, fatigue, high_fever
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
Tuberculosis, chills, vomiting, fatigue, weight_loss
Common Cold, continuous_sneezing, chills, fatigue, cough
Pneumonia, chills, fatigue, cough, high_fever
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
Heart attack, vomiting, breathlessness, sweating, chest_pain
Varicose veins, fatigue, cramps, bruising, obesity
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
Hypoglycemia, vomiting, fatigue, anxiety, sweating
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
Acne, skin_rash, pus_filled_pimples, blackheads, scurring
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
